Machine_ID,Machine_type,Year,Month,Day,Failures,Downtime_min,Operating_min,MTBF_min,MTTR_min,Availability_pct
Machine_01,Metal detector,2016,October,30,1,44.7,627.1,627.1,44.7,92.87
Machine_01,Metal detector,2016,October,31,0,0.0,627.1,,,100.0
Machine_01,Metal detector,2016,November,1,2,39.9,624.0,312.0,19.9,93.61
Machine_01,Metal detector,2016,November,2,0,2.0,624.0,,,99.68
Machine_01,Metal detector,2016,November,3,2,40.3,624.0,312.0,20.1,93.54
Machine_01,Metal detector,2016,November,4,1,22.0,624.0,624.0,22.0,96.47
Machine_01,Metal detector,2016,November,5,1,22.1,624.0,624.0,22.1,96.46
Machine_01,Metal detector,2016,November,6,0,0.3,624.0,,,99.95
Machine_01,Metal detector,2016,November,7,0,2.0,624.0,,,99.68
Machine_01,Metal detector,2016,November,8,1,22.1,624.0,624.0,22.1,96.46
Machine_01,Metal detector,2016,November,9,1,21.1,624.0,624.0,21.1,96.62
Machine_01,Metal detector,2016,November,10,1,20.0,624.0,624.0,20.0,96.79
Machine_01,Metal detector,2016,November,11,0,0.0,624.0,,,100.0
Machine_01,Metal detector,2016,November,12,0,0.0,624.0,,,100.0
Machine_01,Metal detector,2016,November,13,1,21.0,624.0,624.0,21.0,96.63
Machine_01,Metal detector,2016,November,14,2,41.3,624.0,312.0,20.6,93.38
Machine_01,Metal detector,2016,November,15,1,20.5,624.0,624.0,20.5,96.71
Machine_01,Metal detector,2016,November,16,3,61.9,624.0,208.0,20.6,90.08
Machine_01,Metal detector,2016,November,17,2,41.1,624.0,312.0,20.6,93.41
Machine_01,Metal detector,2016,November,18,1,20.6,624.0,624.0,20.6,96.7
Machine_01,Metal detector,2016,November,19,2,42.7,624.0,312.0,21.4,93.16
Machine_01,Metal detector,2016,November,20,1,21.7,624.0,624.0,21.7,96.52
Machine_01,Metal detector,2016,November,21,1,20.3,624.0,624.0,20.3,96.75
Machine_01,Metal detector,2016,November,22,3,62.0,624.0,208.0,20.7,90.06
Machine_01,Metal detector,2016,November,23,4,85.6,624.0,156.0,21.4,86.28
Machine_01,Metal detector,2016,November,24,2,43.0,624.0,312.0,21.5,93.11
Machine_01,Metal detector,2016,November,25,0,0.4,624.0,,,99.94
Machine_01,Metal detector,2016,November,26,1,21.9,624.0,624.0,21.9,96.49
Machine_01,Metal detector,2016,November,27,0,0.0,624.0,,,100.0
Machine_01,Metal detector,2016,November,28,1,21.7,624.0,624.0,21.7,96.52
Machine_01,Metal detector,2016,November,29,1,21.1,624.0,624.0,21.1,96.62
Machine_01,Metal detector,2016,November,30,3,60.5,624.0,208.0,20.2,90.3
Machine_01,Metal detector,2016,December,1,1,28.2,627.1,627.1,28.2,95.5
Machine_01,Metal detector,2016,December,2,1,26.2,627.1,627.1,26.2,95.82
Machine_01,Metal detector,2016,December,3,2,57.7,627.1,313.6,28.9,90.8
Machine_01,Metal detector,2016,December,4,1,27.9,627.1,627.1,27.9,95.55
Machine_01,Metal detector,2016,December,5,1,27.7,627.1,627.1,27.7,95.58
Machine_01,Metal detector,2016,December,6,1,27.1,627.1,627.1,27.1,95.68
Machine_01,Metal detector,2016,December,7,4,114.4,627.1,156.8,28.6,81.76
Machine_01,Metal detector,2016,December,8,1,29.3,627.1,627.1,29.3,95.33
Machine_01,Metal detector,2016,December,9,2,52.4,627.1,313.6,26.2,91.64
Machine_01,Metal detector,2016,December,10,1,28.0,627.1,627.1,28.0,95.54
Machine_01,Metal detector,2016,December,11,1,31.2,627.1,627.1,31.2,95.02
Machine_01,Metal detector,2016,December,12,0,0.0,627.1,,,100.0
Machine_01,Metal detector,2016,December,13,1,30.4,627.1,627.1,30.4,95.15
Machine_01,Metal detector,2016,December,14,1,29.7,627.1,627.1,29.7,95.26
Machine_01,Metal detector,2016,December,15,1,28.3,627.1,627.1,28.3,95.49
Machine_01,Metal detector,2016,December,16,1,27.9,627.1,627.1,27.9,95.55
Machine_01,Metal detector,2016,December,17,0,0.3,627.1,,,99.95
Machine_01,Metal detector,2016,December,18,0,0.0,627.1,,,100.0
Machine_01,Metal detector,2016,December,19,0,0.0,627.1,,,100.0
Machine_01,Metal detector,2016,December,20,3,88.3,627.1,209.0,29.4,85.92
Machine_01,Metal detector,2016,December,21,3,86.8,627.1,209.0,28.9,86.16
Machine_01,Metal detector,2016,December,22,0,3.3,627.1,,,99.47
Machine_01,Metal detector,2016,December,23,1,30.3,627.1,627.1,30.3,95.17
Machine_01,Metal detector,2016,December,24,1,28.4,627.1,627.1,28.4,95.47
Machine_01,Metal detector,2016,December,25,0,0.2,627.1,,,99.97
Machine_01,Metal detector,2016,December,26,1,29.4,627.1,627.1,29.4,95.31
Machine_01,Metal detector,2016,December,27,1,29.4,627.1,627.1,29.4,95.31
Machine_01,Metal detector,2016,December,28,3,86.3,627.1,209.0,28.8,86.24
Machine_01,Metal detector,2016,December,29,0,0.0,627.1,,,100.0
Machine_01,Metal detector,2016,December,30,1,26.8,627.1,627.1,26.8,95.73
Machine_01,Metal detector,2016,December,31,0,0.3,627.1,,,99.95
Machine_01,Metal detector,2017,January,1,0,0.0,603.9,,,100.0
Machine_01,Metal detector,2017,January,2,3,83.4,603.9,201.3,27.8,86.19
Machine_01,Metal detector,2017,January,3,0,0.0,603.9,,,100.0
Machine_01,Metal detector,2017,January,4,1,28.3,603.9,603.9,28.3,95.31
Machine_01,Metal detector,2017,January,5,2,55.1,603.9,301.9,27.6,90.88
Machine_01,Metal detector,2017,January,6,1,31.2,603.9,603.9,31.2,94.83
Machine_01,Metal detector,2017,January,7,1,26.7,603.9,603.9,26.7,95.58
Machine_01,Metal detector,2017,January,8,0,0.0,603.9,,,100.0
Machine_01,Metal detector,2017,January,9,2,56.2,603.9,301.9,28.1,90.69
Machine_01,Metal detector,2017,January,10,1,27.6,603.9,603.9,27.6,95.43
Machine_01,Metal detector,2017,January,11,2,58.0,603.9,301.9,29.0,90.4
Machine_01,Metal detector,2017,January,12,0,0.0,603.9,,,100.0
Machine_01,Metal detector,2017,January,13,0,0.4,603.9,,,99.93
Machine_01,Metal detector,2017,January,14,0,0.8,603.9,,,99.87
Machine_01,Metal detector,2017,January,15,1,28.2,603.9,603.9,28.2,95.33
Machine_01,Metal detector,2017,January,16,1,28.5,603.9,603.9,28.5,95.28
Machine_01,Metal detector,2017,January,17,0,0.0,603.9,,,100.0
Machine_01,Metal detector,2017,January,18,2,53.6,603.9,301.9,26.8,91.12
Machine_01,Metal detector,2017,January,19,2,56.7,603.9,301.9,28.4,90.61
Machine_01,Metal detector,2017,January,20,1,28.2,603.9,603.9,28.2,95.33
Machine_01,Metal detector,2017,January,21,0,0.0,603.9,,,100.0
Machine_01,Metal detector,2017,January,22,0,2.1,603.9,,,99.65
Machine_01,Metal detector,2017,January,23,4,112.2,603.9,151.0,28.1,81.42
Machine_01,Metal detector,2017,January,24,0,0.6,603.9,,,99.9
Machine_01,Metal detector,2017,January,25,0,0.0,603.9,,,100.0
Machine_01,Metal detector,2017,January,26,0,0.0,603.9,,,100.0
Machine_01,Metal detector,2017,January,27,0,1.9,603.9,,,99.69
Machine_01,Metal detector,2017,January,28,0,0.0,603.9,,,100.0
Machine_01,Metal detector,2017,January,29,3,85.6,603.9,201.3,28.5,85.83
Machine_01,Metal detector,2017,January,30,2,53.7,603.9,301.9,26.9,91.11
Machine_01,Metal detector,2017,January,31,2,57.0,603.9,301.9,28.5,90.56
Machine_01,Metal detector,2017,February,1,1,31.3,617.1,617.1,31.3,94.93
Machine_01,Metal detector,2017,February,2,3,90.6,617.1,205.7,30.2,85.32
Machine_01,Metal detector,2017,February,3,0,0.0,617.1,,,100.0
Machine_01,Metal detector,2017,February,4,0,0.5,617.1,,,99.92
Machine_01,Metal detector,2017,February,5,2,60.5,617.1,308.6,30.2,90.2
Machine_01,Metal detector,2017,February,6,2,60.6,617.1,308.6,30.3,90.18
Machine_01,Metal detector,2017,February,7,0,1.2,617.1,,,99.81
Machine_01,Metal detector,2017,February,8,1,29.5,617.1,617.1,29.5,95.22
Machine_01,Metal detector,2017,February,9,1,29.5,617.1,617.1,29.5,95.22
Machine_01,Metal detector,2017,February,10,1,30.2,617.1,617.1,30.2,95.11
Machine_01,Metal detector,2017,February,11,2,61.8,617.1,308.6,30.9,89.99
Machine_01,Metal detector,2017,February,12,0,0.3,617.1,,,99.95
Machine_01,Metal detector,2017,February,13,1,29.7,617.1,617.1,29.7,95.19
Machine_01,Metal detector,2017,February,14,3,87.0,617.1,205.7,29.0,85.9
Machine_01,Metal detector,2017,February,15,2,58.7,617.1,308.6,29.4,90.49
Machine_01,Metal detector,2017,February,16,0,0.0,617.1,,,100.0
Machine_01,Metal detector,2017,February,17,2,58.8,617.1,308.6,29.4,90.47
Machine_01,Metal detector,2017,February,18,1,29.8,617.1,617.1,29.8,95.17
Machine_01,Metal detector,2017,February,19,0,0.0,617.1,,,100.0
Machine_01,Metal detector,2017,February,20,2,60.4,617.1,308.6,30.2,90.21
Machine_01,Metal detector,2017,February,21,3,86.6,617.1,205.7,28.9,85.97
Machine_01,Metal detector,2017,February,22,3,84.1,617.1,205.7,28.0,86.37
Machine_01,Metal detector,2017,February,23,1,31.2,617.1,617.1,31.2,94.94
Machine_01,Metal detector,2017,February,24,1,30.5,617.1,617.1,30.5,95.06
Machine_01,Metal detector,2017,February,25,0,0.0,617.1,,,100.0
Machine_01,Metal detector,2017,February,26,0,2.5,617.1,,,99.59
Machine_01,Metal detector,2017,February,27,0,0.9,617.1,,,99.85
Machine_01,Metal detector,2017,February,28,1,30.9,617.1,617.1,30.9,94.99
Machine_01,Metal detector,2017,March,1,3,71.8,603.9,201.3,23.9,88.11
Machine_01,Metal detector,2017,March,2,0,1.6,603.9,,,99.74
Machine_01,Metal detector,2017,March,3,0,0.0,603.9,,,100.0
Machine_01,Metal detector,2017,March,4,0,0.0,603.9,,,100.0
Machine_01,Metal detector,2017,March,5,0,1.0,603.9,,,99.83
Machine_01,Metal detector,2017,March,6,4,95.2,603.9,151.0,23.8,84.24
Machine_01,Metal detector,2017,March,7,4,93.7,603.9,151.0,23.4,84.48
Machine_01,Metal detector,2017,March,8,2,45.9,603.9,301.9,22.9,92.4
Machine_01,Metal detector,2017,March,9,1,24.1,603.9,603.9,24.1,96.01
Machine_01,Metal detector,2017,March,10,1,27.1,603.9,603.9,27.1,95.51
Machine_01,Metal detector,2017,March,11,1,23.7,603.9,603.9,23.7,96.08
Machine_01,Metal detector,2017,March,12,0,0.0,603.9,,,100.0
Machine_01,Metal detector,2017,March,13,0,1.7,603.9,,,99.72
Machine_01,Metal detector,2017,March,14,2,46.2,603.9,301.9,23.1,92.35
Machine_01,Metal detector,2017,March,15,0,0.0,603.9,,,100.0
Machine_01,Metal detector,2017,March,16,1,21.4,603.9,603.9,21.4,96.46
Machine_01,Metal detector,2017,March,17,0,2.8,603.9,,,99.54
Machine_01,Metal detector,2017,March,18,0,0.0,603.9,,,100.0
Machine_01,Metal detector,2017,March,19,2,47.8,603.9,301.9,23.9,92.08
Machine_01,Metal detector,2017,March,20,2,46.3,603.9,301.9,23.1,92.33
Machine_01,Metal detector,2017,March,21,0,0.7,603.9,,,99.88
Machine_01,Metal detector,2017,March,22,3,70.2,603.9,201.3,23.4,88.38
Machine_01,Metal detector,2017,March,23,2,45.4,603.9,301.9,22.7,92.48
Machine_01,Metal detector,2017,March,24,2,47.7,603.9,301.9,23.9,92.1
Machine_01,Metal detector,2017,March,25,0,1.7,603.9,,,99.72
Machine_01,Metal detector,2017,March,26,0,1.3,603.9,,,99.78
Machine_01,Metal detector,2017,March,27,0,2.1,603.9,,,99.65
Machine_01,Metal detector,2017,March,28,0,0.0,603.9,,,100.0
Machine_01,Metal detector,2017,March,29,0,1.1,603.9,,,99.82
Machine_01,Metal detector,2017,March,30,1,24.5,603.9,603.9,24.5,95.94
Machine_01,Metal detector,2017,March,31,1,23.3,603.9,603.9,23.3,96.14
Machine_01,Metal detector,2017,April,1,0,1.4,600.0,,,99.77
Machine_01,Metal detector,2017,April,2,1,46.3,600.0,600.0,46.3,92.28
Machine_01,Metal detector,2017,April,3,0,1.2,600.0,,,99.8
Machine_01,Metal detector,2017,April,4,0,2.1,600.0,,,99.65
Machine_01,Metal detector,2017,April,5,2,91.3,600.0,300.0,45.6,84.78
Machine_01,Metal detector,2017,April,6,1,45.7,600.0,600.0,45.7,92.38
Machine_01,Metal detector,2017,April,7,0,0.0,600.0,,,100.0
Machine_01,Metal detector,2017,April,8,1,45.0,600.0,600.0,45.0,92.5
Machine_01,Metal detector,2017,April,9,0,0.0,600.0,,,100.0
Machine_01,Metal detector,2017,April,10,2,91.6,600.0,300.0,45.8,84.73
Machine_01,Metal detector,2017,April,11,1,45.4,600.0,600.0,45.4,92.43
Machine_01,Metal detector,2017,April,12,2,89.3,600.0,300.0,44.6,85.12
Machine_01,Metal detector,2017,April,13,1,46.0,600.0,600.0,46.0,92.33
Machine_01,Metal detector,2017,April,14,1,45.2,600.0,600.0,45.2,92.47
Machine_01,Metal detector,2017,April,15,0,1.2,600.0,,,99.8
Machine_01,Metal detector,2017,April,16,1,46.2,600.0,600.0,46.2,92.3
Machine_01,Metal detector,2017,April,17,0,0.0,600.0,,,100.0
Machine_01,Metal detector,2017,April,18,0,0.0,600.0,,,100.0
Machine_01,Metal detector,2017,April,19,1,46.5,600.0,600.0,46.5,92.25
Machine_01,Metal detector,2017,April,20,0,0.6,600.0,,,99.9
Machine_01,Metal detector,2017,April,21,0,0.0,600.0,,,100.0
Machine_01,Metal detector,2017,April,22,1,46.1,600.0,600.0,46.1,92.32
Machine_01,Metal detector,2017,April,23,1,44.6,600.0,600.0,44.6,92.57
Machine_01,Metal detector,2017,April,24,1,47.2,600.0,600.0,47.2,92.13
Machine_01,Metal detector,2017,April,25,0,0.8,600.0,,,99.87
Machine_01,Metal detector,2017,April,26,1,43.4,600.0,600.0,43.4,92.77
Machine_01,Metal detector,2017,April,27,0,0.5,600.0,,,99.92
Machine_01,Metal detector,2017,April,28,0,2.4,600.0,,,99.6
Machine_01,Metal detector,2017,April,29,0,1.5,600.0,,,99.75
Machine_01,Metal detector,2017,April,30,1,44.5,600.0,600.0,44.5,92.58
Machine_01,Metal detector,2017,May,1,1,19.2,627.1,627.1,19.2,96.94
Machine_01,Metal detector,2017,May,2,2,47.0,627.1,313.6,23.5,92.51
Machine_01,Metal detector,2017,May,3,1,22.4,627.1,627.1,22.4,96.43
Machine_01,Metal detector,2017,May,4,3,68.3,627.1,209.0,22.8,89.11
Machine_01,Metal detector,2017,May,5,1,21.3,627.1,627.1,21.3,96.6
Machine_01,Metal detector,2017,May,6,0,0.0,627.1,,,100.0
Machine_01,Metal detector,2017,May,7,1,22.3,627.1,627.1,22.3,96.44
Machine_01,Metal detector,2017,May,8,2,45.5,627.1,313.6,22.8,92.74
Machine_01,Metal detector,2017,May,9,2,45.4,627.1,313.6,22.7,92.76
Machine_01,Metal detector,2017,May,10,1,21.2,627.1,627.1,21.2,96.62
Machine_01,Metal detector,2017,May,11,2,42.5,627.1,313.6,21.2,93.22
Machine_01,Metal detector,2017,May,12,3,66.3,627.1,209.0,22.1,89.43
Machine_01,Metal detector,2017,May,13,0,0.6,627.1,,,99.9
Machine_01,Metal detector,2017,May,14,3,66.7,627.1,209.0,22.2,89.36
Machine_01,Metal detector,2017,May,15,0,0.0,627.1,,,100.0
Machine_01,Metal detector,2017,May,16,1,21.6,627.1,627.1,21.6,96.56
Machine_01,Metal detector,2017,May,17,2,46.0,627.1,313.6,23.0,92.66
Machine_01,Metal detector,2017,May,18,1,24.0,627.1,627.1,24.0,96.17
Machine_01,Metal detector,2017,May,19,2,50.9,627.1,313.6,25.4,91.88
Machine_01,Metal detector,2017,May,20,0,1.9,627.1,,,99.7
Machine_01,Metal detector,2017,May,21,2,43.3,627.1,313.6,21.6,93.1
Machine_01,Metal detector,2017,May,22,0,0.0,627.1,,,100.0
Machine_01,Metal detector,2017,May,23,3,67.4,627.1,209.0,22.5,89.25
Machine_01,Metal detector,2017,May,24,1,21.7,627.1,627.1,21.7,96.54
Machine_01,Metal detector,2017,May,25,0,0.0,627.1,,,100.0
Machine_01,Metal detector,2017,May,26,0,0.0,627.1,,,100.0
Machine_01,Metal detector,2017,May,27,2,44.8,627.1,313.6,22.4,92.86
Machine_01,Metal detector,2017,May,28,2,44.3,627.1,313.6,22.1,92.94
Machine_01,Metal detector,2017,May,29,1,21.8,627.1,627.1,21.8,96.52
Machine_01,Metal detector,2017,May,30,4,89.8,627.1,156.8,22.4,85.68
Machine_01,Metal detector,2017,May,31,1,20.7,627.1,627.1,20.7,96.7
Machine_01,Metal detector,2017,June,1,0,0.0,624.0,,,100.0
Machine_01,Metal detector,2017,June,2,0,3.3,624.0,,,99.47
Machine_01,Metal detector,2017,June,3,3,69.6,624.0,208.0,23.2,88.85
Machine_01,Metal detector,2017,June,4,0,2.3,624.0,,,99.63
Machine_01,Metal detector,2017,June,5,1,24.0,624.0,624.0,24.0,96.15
Machine_01,Metal detector,2017,June,6,2,44.9,624.0,312.0,22.4,92.8
Machine_01,Metal detector,2017,June,7,1,20.3,624.0,624.0,20.3,96.75
Machine_01,Metal detector,2017,June,8,0,0.4,624.0,,,99.94
Machine_01,Metal detector,2017,June,9,3,69.5,624.0,208.0,23.2,88.86
Machine_01,Metal detector,2017,June,10,0,0.0,624.0,,,100.0
Machine_01,Metal detector,2017,June,11,0,1.1,624.0,,,99.82
Machine_01,Metal detector,2017,June,12,0,0.0,624.0,,,100.0
Machine_01,Metal detector,2017,June,13,0,2.4,624.0,,,99.62
Machine_01,Metal detector,2017,June,14,2,46.4,624.0,312.0,23.2,92.56
Machine_01,Metal detector,2017,June,15,0,0.0,624.0,,,100.0
Machine_01,Metal detector,2017,June,16,1,22.8,624.0,624.0,22.8,96.35
Machine_01,Metal detector,2017,June,17,1,22.8,624.0,624.0,22.8,96.35
Machine_01,Metal detector,2017,June,18,2,47.5,624.0,312.0,23.8,92.39
Machine_01,Metal detector,2017,June,19,0,1.4,624.0,,,99.78
Machine_01,Metal detector,2017,June,20,0,0.0,624.0,,,100.0
Machine_01,Metal detector,2017,June,21,2,47.2,624.0,312.0,23.6,92.44
Machine_01,Metal detector,2017,June,22,4,92.8,624.0,156.0,23.2,85.13
Machine_01,Metal detector,2017,June,23,2,45.3,624.0,312.0,22.6,92.74
Machine_01,Metal detector,2017,June,24,2,47.4,624.0,312.0,23.7,92.4
Machine_01,Metal detector,2017,June,25,3,69.7,624.0,208.0,23.2,88.83
Machine_01,Metal detector,2017,June,26,0,0.0,624.0,,,100.0
Machine_01,Metal detector,2017,June,27,1,21.3,624.0,624.0,21.3,96.59
Machine_01,Metal detector,2017,June,28,0,0.0,624.0,,,100.0
Machine_01,Metal detector,2017,June,29,2,44.0,624.0,312.0,22.0,92.95
Machine_01,Metal detector,2017,June,30,1,21.6,624.0,624.0,21.6,96.54
Machine_01,Metal detector,2017,July,1,0,0.0,627.1,,,100.0
Machine_01,Metal detector,2017,July,2,2,50.1,627.1,313.6,25.1,92.01
Machine_01,Metal detector,2017,July,3,2,49.2,627.1,313.6,24.6,92.15
Machine_01,Metal detector,2017,July,4,0,0.0,627.1,,,100.0
Machine_01,Metal detector,2017,July,5,0,0.4,627.1,,,99.94
Machine_01,Metal detector,2017,July,6,0,0.0,627.1,,,100.0
Machine_01,Metal detector,2017,July,7,2,48.8,627.1,313.6,24.4,92.22
Machine_01,Metal detector,2017,July,8,1,28.2,627.1,627.1,28.2,95.5
Machine_01,Metal detector,2017,July,9,1,25.0,627.1,627.1,25.0,96.01
Machine_01,Metal detector,2017,July,10,0,0.0,627.1,,,100.0
Machine_01,Metal detector,2017,July,11,0,2.1,627.1,,,99.67
Machine_01,Metal detector,2017,July,12,2,49.5,627.1,313.6,24.8,92.11
Machine_01,Metal detector,2017,July,13,0,2.2,627.1,,,99.65
Machine_01,Metal detector,2017,July,14,2,48.4,627.1,313.6,24.2,92.28
Machine_01,Metal detector,2017,July,15,1,26.3,627.1,627.1,26.3,95.81
Machine_01,Metal detector,2017,July,16,0,0.0,627.1,,,100.0
Machine_01,Metal detector,2017,July,17,0,0.0,627.1,,,100.0
Machine_01,Metal detector,2017,July,18,0,0.0,627.1,,,100.0
Machine_01,Metal detector,2017,July,19,1,25.0,627.1,627.1,25.0,96.01
Machine_01,Metal detector,2017,July,20,1,22.0,627.1,627.1,22.0,96.49
Machine_01,Metal detector,2017,July,21,1,24.6,627.1,627.1,24.6,96.08
Machine_01,Metal detector,2017,July,22,1,24.5,627.1,627.1,24.5,96.09
Machine_01,Metal detector,2017,July,23,1,25.5,627.1,627.1,25.5,95.93
Machine_01,Metal detector,2017,July,24,1,23.7,627.1,627.1,23.7,96.22
Machine_01,Metal detector,2017,July,25,2,52.3,627.1,313.6,26.1,91.66
Machine_01,Metal detector,2017,July,26,1,27.0,627.1,627.1,27.0,95.69
Machine_01,Metal detector,2017,July,27,1,23.9,627.1,627.1,23.9,96.19
Machine_01,Metal detector,2017,July,28,0,1.1,627.1,,,99.82
Machine_01,Metal detector,2017,July,29,1,24.7,627.1,627.1,24.7,96.06
Machine_01,Metal detector,2017,July,30,1,24.0,627.1,627.1,24.0,96.17
Machine_01,Metal detector,2017,July,31,2,49.7,627.1,313.6,24.9,92.07
Machine_01,Metal detector,2017,August,1,1,26.0,580.6,580.6,26.0,95.52
Machine_01,Metal detector,2017,August,2,2,57.1,580.6,290.3,28.6,90.17
Machine_01,Metal detector,2017,August,3,0,0.0,580.6,,,100.0
Machine_01,Metal detector,2017,August,4,3,87.6,580.6,193.5,29.2,84.91
Machine_01,Metal detector,2017,August,5,0,0.0,580.6,,,100.0
Machine_01,Metal detector,2017,August,6,0,0.0,580.6,,,100.0
Machine_01,Metal detector,2017,August,7,1,29.0,580.6,580.6,29.0,95.01
Machine_01,Metal detector,2017,August,8,1,27.8,580.6,580.6,27.8,95.21
Machine_01,Metal detector,2017,August,9,1,28.1,580.6,580.6,28.1,95.16
Machine_01,Metal detector,2017,August,10,2,56.2,580.6,290.3,28.1,90.32
Machine_01,Metal detector,2017,August,11,1,27.7,580.6,580.6,27.7,95.23
Machine_01,Metal detector,2017,August,12,1,27.8,580.6,580.6,27.8,95.21
Machine_01,Metal detector,2017,August,13,2,55.2,580.6,290.3,27.6,90.49
Machine_01,Metal detector,2017,August,14,2,57.1,580.6,290.3,28.6,90.17
Machine_01,Metal detector,2017,August,15,1,28.3,580.6,580.6,28.3,95.13
Machine_01,Metal detector,2017,August,16,0,0.0,580.6,,,100.0
Machine_01,Metal detector,2017,August,17,0,2.0,580.6,,,99.66
Machine_01,Metal detector,2017,August,18,0,0.0,580.6,,,100.0
Machine_01,Metal detector,2017,August,19,0,0.0,580.6,,,100.0
Machine_01,Metal detector,2017,August,20,2,55.4,580.6,290.3,27.7,90.46
Machine_01,Metal detector,2017,August,21,1,29.9,580.6,580.6,29.9,94.85
Machine_01,Metal detector,2017,August,22,2,58.9,580.6,290.3,29.4,89.86
Machine_01,Metal detector,2017,August,23,1,29.1,580.6,580.6,29.1,94.99
Machine_01,Metal detector,2017,August,24,1,27.4,580.6,580.6,27.4,95.28
Machine_01,Metal detector,2017,August,25,1,29.5,580.6,580.6,29.5,94.92
Machine_01,Metal detector,2017,August,26,1,28.0,580.6,580.6,28.0,95.18
Machine_01,Metal detector,2017,August,27,1,30.9,580.6,580.6,30.9,94.68
Machine_01,Metal detector,2017,August,28,1,28.1,580.6,580.6,28.1,95.16
Machine_01,Metal detector,2017,August,29,0,0.0,580.6,,,100.0
Machine_01,Metal detector,2017,August,30,2,58.7,580.6,290.3,29.4,89.89
Machine_01,Metal detector,2017,August,31,1,26.1,580.6,580.6,26.1,95.5
Machine_01,Metal detector,2017,September,1,1,23.4,624.0,624.0,23.4,96.25
Machine_01,Metal detector,2017,September,2,0,2.9,624.0,,,99.54
Machine_01,Metal detector,2017,September,3,1,24.5,624.0,624.0,24.5,96.07
Machine_01,Metal detector,2017,September,4,0,2.1,624.0,,,99.66
Machine_01,Metal detector,2017,September,5,1,24.5,624.0,624.0,24.5,96.07
Machine_01,Metal detector,2017,September,6,3,70.4,624.0,208.0,23.5,88.72
Machine_01,Metal detector,2017,September,7,0,0.8,624.0,,,99.87
Machine_01,Metal detector,2017,September,8,1,25.9,624.0,624.0,25.9,95.85
Machine_01,Metal detector,2017,September,9,4,95.6,624.0,156.0,23.9,84.68
Machine_01,Metal detector,2017,September,10,0,0.8,624.0,,,99.87
Machine_01,Metal detector,2017,September,11,1,26.2,624.0,624.0,26.2,95.8
Machine_01,Metal detector,2017,September,12,1,25.1,624.0,624.0,25.1,95.98
Machine_01,Metal detector,2017,September,13,2,48.8,624.0,312.0,24.4,92.18
Machine_01,Metal detector,2017,September,14,0,2.8,624.0,,,99.55
Machine_01,Metal detector,2017,September,15,3,71.8,624.0,208.0,23.9,88.49
Machine_01,Metal detector,2017,September,16,2,47.4,624.0,312.0,23.7,92.4
Machine_01,Metal detector,2017,September,17,0,0.9,624.0,,,99.86
Machine_01,Metal detector,2017,September,18,1,24.2,624.0,624.0,24.2,96.12
Machine_01,Metal detector,2017,September,19,1,22.1,624.0,624.0,22.1,96.46
Machine_01,Metal detector,2017,September,20,1,24.0,624.0,624.0,24.0,96.15
Machine_01,Metal detector,2017,September,21,1,23.8,624.0,624.0,23.8,96.19
Machine_01,Metal detector,2017,September,22,2,47.8,624.0,312.0,23.9,92.34
Machine_01,Metal detector,2017,September,23,0,0.0,624.0,,,100.0
Machine_01,Metal detector,2017,September,24,1,21.7,624.0,624.0,21.7,96.52
Machine_01,Metal detector,2017,September,25,2,48.9,624.0,312.0,24.4,92.16
Machine_01,Metal detector,2017,September,26,0,0.0,624.0,,,100.0
Machine_01,Metal detector,2017,September,27,1,26.1,624.0,624.0,26.1,95.82
Machine_01,Metal detector,2017,September,28,0,0.0,624.0,,,100.0
Machine_01,Metal detector,2017,September,29,0,0.0,624.0,,,100.0
Machine_01,Metal detector,2017,September,30,2,46.5,624.0,312.0,23.2,92.55
Machine_01,Metal detector,2017,October,1,1,52.6,627.1,627.1,52.6,91.61
Machine_01,Metal detector,2017,October,2,1,51.8,627.1,627.1,51.8,91.74
Machine_01,Metal detector,2017,October,3,1,52.7,627.1,627.1,52.7,91.6
Machine_01,Metal detector,2017,October,4,1,52.7,627.1,627.1,52.7,91.6
Machine_01,Metal detector,2017,October,5,0,0.9,627.1,,,99.86
Machine_01,Metal detector,2017,October,6,1,53.9,627.1,627.1,53.9,91.4
Machine_01,Metal detector,2017,October,7,0,2.3,627.1,,,99.63
Machine_01,Metal detector,2017,October,8,1,51.3,627.1,627.1,51.3,91.82
Machine_01,Metal detector,2017,October,9,0,0.0,627.1,,,100.0
Machine_01,Metal detector,2017,October,10,0,4.1,627.1,,,99.35
Machine_01,Metal detector,2017,October,11,1,51.5,627.1,627.1,51.5,91.79
Machine_01,Metal detector,2017,October,12,0,3.8,627.1,,,99.39
Machine_01,Metal detector,2017,October,13,1,51.4,627.1,627.1,51.4,91.8
Machine_01,Metal detector,2017,October,14,0,1.5,627.1,,,99.76
Machine_01,Metal detector,2017,October,15,0,0.0,627.1,,,100.0
Machine_01,Metal detector,2017,October,16,1,52.3,627.1,627.1,52.3,91.66
Machine_01,Metal detector,2017,October,17,0,0.0,627.1,,,100.0
Machine_01,Metal detector,2017,October,18,2,100.9,627.1,313.6,50.5,83.91
Machine_01,Metal detector,2017,October,19,1,51.0,627.1,627.1,51.0,91.87
Machine_01,Metal detector,2017,October,20,2,104.3,627.1,313.6,52.1,83.37
Machine_01,Metal detector,2017,October,21,0,0.0,627.1,,,100.0
Machine_01,Metal detector,2017,October,22,0,0.3,627.1,,,99.95
